Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
153,10,43,385,172,4,172,0,3.0,172,8089,8089,6369,6369,86,86,172,172,162,135,78,0,0,0,0,10,,,,
153,11,78,479,172,4,172,0,3.0,172,10861,10861,9141,9141,164,164,172,172,172,162,135,0,0,0,0,0,10,,,
153,12,135,516,172,4,172,0,3.0,172,12072,12072,10352,10352,299,299,172,172,172,172,162,0,0,0,0,0,0,10,,
153,13,162,526,172,4,172,0,3.0,172,12410,12410,10690,10690,461,461,172,172,172,172,172,0,0,0,0,0,0,0,10,
154,1,0,0,0,17,10,0,17.0,173,200,200,100,100,0,0,10,,,,,,,,,,,,,
154,2,0,0,10,5,10,0,5.0,173,200,200,100,100,0,0,10,10,,,,,,,,,,,,
154,3,0,10,10,4,11,0,3.0,173,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
154,4,0,20,11,4,26,0,3.0,173,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
154,5,0,31,26,4,43,0,3.0,173,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
154,6,0,57,43,4,78,0,3.0,173,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
154,7,0,100,78,4,135,0,3.0,173,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
154,8,21,157,135,4,162,0,3.0,173,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
154,9,26,266,162,4,173,0,3.0,173,5097,5097,3367,3367,43,43,173,162,135,78,43,0,0,0,10,,,,,
154,10,43,385,173,4,173,0,3.0,173,8089,8089,6359,6359,86,86,173,173,162,135,78,0,0,0,0,10,,,,
154,11,78,480,173,4,173,0,3.0,173,10864,10864,9134,9134,164,164,173,173,173,162,135,0,0,0,0,0,10,,,
154,12,135,518,173,4,173,0,3.0,173,12105,12105,10375,10375,299,299,173,173,173,173,162,0,0,0,0,0,0,10,,
154,13,162,529,173,4,173,0,3.0,173,12476,12476,10746,10746,461,461,173,173,173,173,173,0,0,0,0,0,0,0,10,
155,1,0,0,0,17,10,0,17.0,174,200,200,100,100,0,0,10,,,,,,,,,,,,,
155,2,0,0,10,5,10,0,5.0,174,200,200,100,100,0,0,10,10,,,,,,,,,,,,
155,3,0,10,10,4,11,0,3.0,174,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
155,4,0,20,11,4,26,0,3.0,174,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
155,5,0,31,26,4,43,0,3.0,174,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
155,6,0,57,43,4,78,0,3.0,174,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
155,7,0,100,78,4,135,0,3.0,174,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
155,8,21,157,135,4,162,0,3.0,174,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
155,9,26,266,162,4,174,0,3.0,174,5097,5097,3357,3357,43,43,174,162,135,78,43,0,0,0,10,,,,,
155,10,43,385,174,4,174,0,3.0,174,8089,8089,6349,6349,86,86,174,174,162,135,78,0,0,0,0,10,,,,
155,11,78,481,174,4,174,0,3.0,174,10868,10868,9128,9128,164,164,174,174,174,162,135,0,0,0,0,0,10,,,
155,12,135,520,174,4,174,0,3.0,174,12139,12139,10399,10399,299,299,174,174,174,174,162,0,0,0,0,0,0,10,,
155,13,162,532,174,4,174,0,3.0,174,12544,12544,10804,10804,461,461,174,174,174,174,174,0,0,0,0,0,0,0,10,
156,1,0,0,0,17,10,0,17.0,175,200,200,100,100,0,0,10,,,,,,,,,,,,,
156,2,0,0,10,5,10,0,5.0,175,200,200,100,100,0,0,10,10,,,,,,,,,,,,
156,3,0,10,10,4,11,0,3.0,175,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
156,4,0,20,11,4,26,0,3.0,175,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
156,5,0,31,26,4,43,0,3.0,175,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
156,6,0,57,43,4,78,0,3.0,175,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
156,7,0,100,78,4,135,0,3.0,175,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
156,8,21,157,135,4,162,0,3.0,175,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
156,9,26,266,162,4,175,0,3.0,175,5097,5097,3347,3347,43,43,175,162,135,78,43,0,0,0,10,,,,,
156,10,43,385,175,4,175,0,3.0,175,8089,8089,6339,6339,86,86,175,175,162,135,78,0,0,0,0,10,,,,
156,11,78,482,175,4,175,0,3.0,175,10872,10872,9122,9122,164,164,175,175,175,162,135,0,0,0,0,0,10,,,
156,12,135,522,175,4,175,0,3.0,175,12173,12173,10423,10423,299,299,175,175,175,175,162,0,0,0,0,0,0,10,,
156,13,162,535,175,4,175,0,3.0,175,12612,12612,10862,10862,461,461,175,175,175,175,175,0,0,0,0,0,0,0,10,
157,1,0,0,0,17,10,0,17.0,176,200,200,100,100,0,0,10,,,,,,,,,,,,,
157,2,0,0,10,5,10,0,5.0,176,200,200,100,100,0,0,10,10,,,,,,,,,,,,
157,3,0,10,10,4,11,0,3.0,176,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
157,4,0,20,11,4,26,0,3.0,176,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
157,5,0,31,26,4,43,0,3.0,176,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
157,6,0,57,43,4,78,0,3.0,176,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
157,7,0,100,78,4,135,0,3.0,176,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
157,8,21,157,135,4,162,0,3.0,176,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
157,9,26,266,162,4,176,0,3.0,176,5097,5097,3337,3337,43,43,176,162,135,78,43,0,0,0,10,,,,,
157,10,43,385,176,4,176,0,3.0,176,8089,8089,6329,6329,86,86,176,176,162,135,78,0,0,0,0,10,,,,
157,11,78,483,176,4,176,0,3.0,176,10876,10876,9116,9116,164,164,176,176,176,162,135,0,0,0,0,0,10,,,
157,12,135,524,176,4,176,0,3.0,176,12207,12207,10447,10447,299,299,176,176,176,176,162,0,0,0,0,0,0,10,,
157,13,162,538,176,4,176,0,3.0,176,12680,12680,10920,10920,461,461,176,176,176,176,176,0,0,0,0,0,0,0,10,
158,1,0,0,0,17,10,0,17.0,177,200,200,100,100,0,0,10,,,,,,,,,,,,,
158,2,0,0,10,5,10,0,5.0,177,200,200,100,100,0,0,10,10,,,,,,,,,,,,
158,3,0,10,10,4,11,0,3.0,177,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
158,4,0,20,11,4,26,0,3.0,177,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
158,5,0,31,26,4,43,0,3.0,177,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
158,6,0,57,43,4,78,0,3.0,177,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
158,7,0,100,78,4,135,0,3.0,177,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
158,8,21,157,135,4,162,0,3.0,177,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
158,9,26,266,162,4,177,0,3.0,177,5097,5097,3327,3327,43,43,177,162,135,78,43,0,0,0,10,,,,,
158,10,43,385,177,4,177,0,3.0,177,8089,8089,6319,6319,86,86,177,177,162,135,78,0,0,0,0,10,,,,
158,11,78,484,177,4,177,0,3.0,177,10879,10879,9109,9109,164,164,177,177,177,162,135,0,0,0,0,0,10,,,
158,12,135,526,177,4,177,0,3.0,177,12240,12240,10470,10470,299,299,177,177,177,177,162,0,0,0,0,0,0,10,,
158,13,162,541,177,4,177,0,3.0,177,12746,12746,10976,10976,461,461,177,177,177,177,177,0,0,0,0,0,0,0,10,
159,1,0,0,0,17,10,0,17.0,178,200,200,100,100,0,0,10,,,,,,,,,,,,,
159,2,0,0,10,5,10,0,5.0,178,200,200,100,100,0,0,10,10,,,,,,,,,,,,
159,3,0,10,10,4,11,0,3.0,178,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
159,4,0,20,11,4,26,0,3.0,178,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
159,5,0,31,26,4,43,0,3.0,178,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
159,6,0,57,43,4,78,0,3.0,178,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
159,7,0,100,78,4,135,0,3.0,178,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
159,8,21,157,135,4,162,0,3.0,178,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
159,9,26,266,162,4,178,0,3.0,178,5097,5097,3317,3317,43,43,178,162,135,78,43,0,0,0,10,,,,,
159,10,43,385,178,4,178,0,3.0,178,8089,8089,6309,6309,86,86,178,178,162,135,78,0,0,0,0,10,,,,
159,11,78,485,178,4,178,0,3.0,178,10883,10883,9103,9103,164,164,178,178,178,162,135,0,0,0,0,0,10,,,
159,12,135,528,178,4,178,0,3.0,178,12274,12274,10494,10494,299,299,178,178,178,178,162,0,0,0,0,0,0,10,,
159,13,162,544,178,4,178,0,3.0,178,12814,12814,11034,11034,461,461,178,178,178,178,178,0,0,0,0,0,0,0,10,
160,1,0,0,0,18,10,0,18.0,179,200,200,100,100,0,0,10,,,,,,,,,,,,,
160,2,0,0,10,5,10,0,5.0,179,200,200,100,100,0,0,10,10,,,,,,,,,,,,
160,3,0,10,10,4,11,0,3.0,179,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
160,4,0,20,11,4,26,0,3.0,179,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
160,5,0,31,26,4,43,0,3.0,179,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
160,6,0,57,43,4,78,0,3.0,179,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
160,7,0,100,78,4,135,0,3.0,179,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
160,8,21,157,135,4,162,0,3.0,179,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
160,9,26,266,162,4,179,0,3.0,179,5097,5097,3307,3307,43,43,179,162,135,78,43,0,0,0,10,,,,,
160,10,43,385,179,4,179,0,3.0,179,8089,8089,6299,6299,86,86,179,179,162,135,78,0,0,0,0,10,,,,
160,11,78,486,179,4,179,0,3.0,179,10887,10887,9097,9097,164,164,179,179,179,162,135,0,0,0,0,0,10,,,
160,12,135,530,179,4,179,0,3.0,179,12308,12308,10518,10518,299,299,179,179,179,179,162,0,0,0,0,0,0,10,,
160,13,162,547,179,4,179,0,3.0,179,12882,12882,11092,11092,461,461,179,179,179,179,179,0,0,0,0,0,0,0,10,
161,1,0,0,0,18,10,0,18.0,180,200,200,100,100,0,0,10,,,,,,,,,,,,,
161,2,0,0,10,5,10,0,5.0,180,200,200,100,100,0,0,10,10,,,,,,,,,,,,
161,3,0,10,10,4,11,0,3.0,180,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
161,4,0,20,11,4,26,0,3.0,180,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
161,5,0,31,26,4,43,0,3.0,180,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
161,6,0,57,43,4,78,0,3.0,180,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
161,7,0,100,78,4,135,0,3.0,180,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
161,8,21,157,135,4,162,0,3.0,180,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
161,9,26,266,162,4,180,0,3.0,180,5097,5097,3297,3297,43,43,180,162,135,78,43,0,0,0,10,,,,,
161,10,43,385,180,4,180,0,3.0,180,8089,8089,6289,6289,86,86,180,180,162,135,78,0,0,0,0,10,,,,
161,11,78,487,180,4,180,0,3.0,180,10891,10891,9091,9091,164,164,180,180,180,162,135,0,0,0,0,0,10,,,
161,12,135,532,180,4,180,0,3.0,180,12342,12342,10542,10542,299,299,180,180,180,180,162,0,0,0,0,0,0,10,,
161,13,162,550,180,4,180,0,3.0,180,12950,12950,11150,11150,461,461,180,180,180,180,180,0,0,0,0,0,0,0,10,
162,1,0,0,0,18,10,0,18.0,181,200,200,100,100,0,0,10,,,,,,,,,,,,,
162,2,0,0,10,5,10,0,5.0,181,200,200,100,100,0,0,10,10,,,,,,,,,,,,
162,3,0,10,10,4,11,0,3.0,181,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
162,4,0,20,11,4,26,0,3.0,181,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
162,5,0,31,26,4,43,0,3.0,181,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
162,6,0,57,43,4,78,0,3.0,181,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
162,7,0,100,78,4,135,0,3.0,181,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
162,8,21,157,135,4,162,0,3.0,181,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
162,9,26,266,162,4,181,0,3.0,181,5097,5097,3287,3287,43,43,181,162,135,78,43,0,0,0,10,,,,,
162,10,43,385,181,4,181,0,3.0,181,8089,8089,6279,6279,86,86,181,181,162,135,78,0,0,0,0,10,,,,
162,11,78,488,181,4,181,0,3.0,181,10894,10894,9084,9084,164,164,181,181,181,162,135,0,0,0,0,0,10,,,
162,12,135,534,181,4,181,0,3.0,181,12375,12375,10565,10565,299,299,181,181,181,181,162,0,0,0,0,0,0,10,,
162,13,162,553,181,4,181,0,3.0,181,13016,13016,11206,11206,461,461,181,181,181,181,181,0,0,0,0,0,0,0,10,
163,1,0,0,0,18,10,0,18.0,182,200,200,100,100,0,0,10,,,,,,,,,,,,,
163,2,0,0,10,5,10,0,5.0,182,200,200,100,100,0,0,10,10,,,,,,,,,,,,
163,3,0,10,10,4,11,0,3.0,182,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
163,4,0,20,11,4,26,0,3.0,182,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
163,5,0,31,26,4,43,0,3.0,182,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
163,6,0,57,43,4,78,0,3.0,182,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
163,7,0,100,78,4,135,0,3.0,182,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
163,8,21,157,135,4,162,0,3.0,182,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
163,9,26,266,162,4,182,0,3.0,182,5097,5097,3277,3277,43,43,182,162,135,78,43,0,0,0,10,,,,,
163,10,43,385,182,4,182,0,3.0,182,8089,8089,6269,6269,86,86,182,182,162,135,78,0,0,0,0,10,,,,
163,11,78,489,182,4,182,0,3.0,182,10898,10898,9078,9078,164,164,182,182,182,162,135,0,0,0,0,0,10,,,
163,12,135,536,182,4,182,0,3.0,182,12409,12409,10589,10589,299,299,182,182,182,182,162,0,0,0,0,0,0,10,,
163,13,162,556,182,4,182,0,3.0,182,13084,13084,11264,11264,461,461,182,182,182,182,182,0,0,0,0,0,0,0,10,
164,1,0,0,0,18,10,0,18.0,183,200,200,100,100,0,0,10,,,,,,,,,,,,,
164,2,0,0,10,5,10,0,5.0,183,200,200,100,100,0,0,10,10,,,,,,,,,,,,
164,3,0,10,10,4,11,0,3.0,183,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
164,4,0,20,11,4,26,0,3.0,183,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
164,5,0,31,26,4,43,0,3.0,183,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
164,6,0,57,43,4,78,0,3.0,183,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
164,7,0,100,78,4,135,0,3.0,183,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
164,8,21,157,135,4,162,0,3.0,183,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
164,9,26,266,162,4,183,0,3.0,183,5097,5097,3267,3267,43,43,183,162,135,78,43,0,0,0,10,,,,,
164,10,43,385,183,4,183,0,3.0,183,8089,8089,6259,6259,86,86,183,183,162,135,78,0,0,0,0,10,,,,
164,11,78,490,183,4,183,0,3.0,183,10902,10902,9072,9072,164,164,183,183,183,162,135,0,0,0,0,0,10,,,
164,12,135,538,183,4,183,0,3.0,183,12443,12443,10613,10613,299,299,183,183,183,183,162,0,0,0,0,0,0,10,,
164,13,162,559,183,4,183,0,3.0,183,13152,13152,11322,11322,461,461,183,183,183,183,183,0,0,0,0,0,0,0,10,
165,1,0,0,0,18,10,0,18.0,184,200,200,100,100,0,0,10,,,,,,,,,,,,,
165,2,0,0,10,5,10,0,5.0,184,200,200,100,100,0,0,10,10,,,,,,,,,,,,
165,3,0,10,10,4,11,0,3.0,184,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
165,4,0,20,11,4,26,0,3.0,184,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
165,5,0,31,26,4,43,0,3.0,184,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
165,6,0,57,43,4,78,0,3.0,184,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
165,7,0,100,78,4,135,0,3.0,184,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
165,8,21,157,135,4,162,0,3.0,184,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
165,9,26,266,162,4,184,0,3.0,184,5097,5097,3257,3257,43,43,184,162,135,78,43,0,0,0,10,,,,,
165,10,43,385,184,4,184,0,3.0,184,8089,8089,6249,6249,86,86,184,184,162,135,78,0,0,0,0,10,,,,
165,11,78,491,184,4,184,0,3.0,184,10906,10906,9066,9066,164,164,184,184,184,162,135,0,0,0,0,0,10,,,
165,12,135,540,184,4,184,0,3.0,184,12477,12477,10637,10637,299,299,184,184,184,184,162,0,0,0,0,0,0,10,,
165,13,162,562,184,4,184,0,3.0,184,13220,13220,11380,11380,461,461,184,184,184,184,184,0,0,0,0,0,0,0,10,
166,1,0,0,0,18,10,0,18.0,185,200,200,100,100,0,0,10,,,,,,,,,,,,,
166,2,0,0,10,5,10,0,5.0,185,200,200,100,100,0,0,10,10,,,,,,,,,,,,
166,3,0,10,10,4,11,0,3.0,185,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
166,4,0,20,11,4,26,0,3.0,185,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
166,5,0,31,26,4,43,0,3.0,185,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
166,6,0,57,43,4,78,0,3.0,185,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
166,7,0,100,78,4,135,0,3.0,185,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
166,8,21,157,135,4,162,0,3.0,185,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
166,9,26,266,162,4,185,0,3.0,185,5097,5097,3247,3247,43,43,185,162,135,78,43,0,0,0,10,,,,,
166,10,43,385,185,4,185,0,3.0,185,8089,8089,6239,6239,86,86,185,185,162,135,78,0,0,0,0,10,,,,
166,11,78,492,185,4,185,0,3.0,185,10909,10909,9059,9059,164,164,185,185,185,162,135,0,0,0,0,0,10,,,
166,12,135,542,185,4,185,0,3.0,185,12510,12510,10660,10660,299,299,185,185,185,185,162,0,0,0,0,0,0,10,,
166,13,162,565,185,4,185,0,3.0,185,13286,13286,11436,11436,461,461,185,185,185,185,185,0,0,0,0,0,0,0,10,
167,1,0,0,0,18,10,0,18.0,186,200,200,100,100,0,0,10,,,,,,,,,,,,,
167,2,0,0,10,5,10,0,5.0,186,200,200,100,100,0,0,10,10,,,,,,,,,,,,
167,3,0,10,10,4,11,0,3.0,186,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
167,4,0,20,11,4,26,0,3.0,186,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
167,5,0,31,26,4,43,0,3.0,186,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
167,6,0,57,43,4,78,0,3.0,186,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
167,7,0,100,78,4,135,0,3.0,186,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
167,8,21,157,135,4,162,0,3.0,186,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
167,9,26,266,162,4,186,0,3.0,186,5097,5097,3237,3237,43,43,186,162,135,78,43,0,0,0,10,,,,,
167,10,43,385,186,4,186,0,3.0,186,8089,8089,6229,6229,86,86,186,186,162,135,78,0,0,0,0,10,,,,
167,11,78,493,186,4,186,0,3.0,186,10913,10913,9053,9053,164,164,186,186,186,162,135,0,0,0,0,0,10,,,
167,12,135,544,186,4,186,0,3.0,186,12544,12544,10684,10684,299,299,186,186,186,186,162,0,0,0,0,0,0,10,,
167,13,162,568,186,4,186,0,3.0,186,13354,13354,11494,11494,461,461,186,186,186,186,186,0,0,0,0,0,0,0,10,
168,1,0,0,0,18,10,0,18.0,187,200,200,100,100,0,0,10,,,,,,,,,,,,,
168,2,0,0,10,5,10,0,5.0,187,200,200,100,100,0,0,10,10,,,,,,,,,,,,
168,3,0,10,10,4,11,0,3.0,187,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
168,4,0,20,11,4,26,0,3.0,187,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
168,5,0,31,26,4,43,0,3.0,187,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
168,6,0,57,43,4,78,0,3.0,187,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
168,7,0,100,78,4,135,0,3.0,187,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
168,8,21,157,135,4,162,0,3.0,187,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
168,9,26,266,162,4,187,0,3.0,187,5097,5097,3227,3227,43,43,187,162,135,78,43,0,0,0,10,,,,,
168,10,43,385,187,4,187,0,3.0,187,8089,8089,6219,6219,86,86,187,187,162,135,78,0,0,0,0,10,,,,
168,11,78,494,187,4,187,0,3.0,187,10917,10917,9047,9047,164,164,187,187,187,162,135,0,0,0,0,0,10,,,
168,12,135,546,187,4,187,0,3.0,187,12578,12578,10708,10708,299,299,187,187,187,187,162,0,0,0,0,0,0,10,,
168,13,162,571,187,4,187,0,3.0,187,13422,13422,11552,11552,461,461,187,187,187,187,187,0,0,0,0,0,0,0,10,
169,1,0,0,0,18,10,0,18.0,188,200,200,100,100,0,0,10,,,,,,,,,,,,,
169,2,0,0,10,5,10,0,5.0,188,200,200,100,100,0,0,10,10,,,,,,,,,,,,
169,3,0,10,10,4,11,0,3.0,188,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
169,4,0,20,11,4,26,0,3.0,188,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
169,5,0,31,26,4,43,0,3.0,188,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
169,6,0,57,43,4,78,0,3.0,188,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
169,7,0,100,78,4,135,0,3.0,188,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
169,8,21,157,135,4,162,0,3.0,188,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
169,9,26,266,162,4,188,0,3.0,188,5097,5097,3217,3217,43,43,188,162,135,78,43,0,0,0,10,,,,,
169,10,43,385,188,4,188,0,3.0,188,8089,8089,6209,6209,86,86,188,188,162,135,78,0,0,0,0,10,,,,
169,11,78,495,188,4,188,0,3.0,188,10921,10921,9041,9041,164,164,188,188,188,162,135,0,0,0,0,0,10,,,
169,12,135,548,188,4,188,0,3.0,188,12612,12612,10732,10732,299,299,188,188,188,188,162,0,0,0,0,0,0,10,,
169,13,162,574,188,4,188,0,3.0,188,13490,13490,11610,11610,461,461,188,188,188,188,188,0,0,0,0,0,0,0,10,
170,1,0,0,0,18,10,0,18.0,189,200,200,100,100,0,0,10,,,,,,,,,,,,,
170,2,0,0,10,5,10,0,5.0,189,200,200,100,100,0,0,10,10,,,,,,,,,,,,
170,3,0,10,10,4,11,0,3.0,189,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
170,4,0,20,11,4,26,0,3.0,189,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
170,5,0,31,26,4,43,0,3.0,189,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
170,6,0,57,43,4,78,0,3.0,189,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
170,7,0,100,78,4,135,0,3.0,189,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
170,8,21,157,135,4,162,0,3.0,189,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
170,9,26,266,162,4,189,0,3.0,189,5097,5097,3207,3207,43,43,189,162,135,78,43,0,0,0,10,,,,,
170,10,43,385,189,4,189,0,3.0,189,8089,8089,6199,6199,86,86,189,189,162,135,78,0,0,0,0,10,,,,
170,11,78,496,189,4,189,0,3.0,189,10924,10924,9034,9034,164,164,189,189,189,162,135,0,0,0,0,0,10,,,
170,12,135,550,189,4,189,0,3.0,189,12645,12645,10755,10755,299,299,189,189,189,189,162,0,0,0,0,0,0,10,,
170,13,162,577,189,4,189,0,3.0,189,13556,13556,11666,11666,461,461,189,189,189,189,189,0,0,0,0,0,0,0,10,
171,1,0,0,0,18,10,0,18.0,190,200,200,100,100,0,0,10,,,,,,,,,,,,,
171,2,0,0,10,5,10,0,5.0,190,200,200,100,100,0,0,10,10,,,,,,,,,,,,
171,3,0,10,10,4,11,0,3.0,190,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
171,4,0,20,11,4,26,0,3.0,190,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
171,5,0,31,26,4,43,0,3.0,190,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
171,6,0,57,43,4,78,0,3.0,190,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
171,7,0,100,78,4,135,0,3.0,190,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
171,8,21,157,135,4,162,0,3.0,190,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
171,9,26,266,162,4,190,0,3.0,190,5097,5097,3197,3197,43,43,190,162,135,78,43,0,0,0,10,,,,,
171,10,43,385,190,4,190,0,3.0,190,8089,8089,6189,6189,86,86,190,190,162,135,78,0,0,0,0,10,,,,
171,11,78,497,190,4,190,0,3.0,190,10928,10928,9028,9028,164,164,190,190,190,162,135,0,0,0,0,0,10,,,
171,12,135,552,190,4,190,0,3.0,190,12679,12679,10779,10779,299,299,190,190,190,190,162,0,0,0,0,0,0,10,,
171,13,162,580,190,4,190,0,3.0,190,13624,13624,11724,11724,461,461,190,190,190,190,190,0,0,0,0,0,0,0,10,
172,1,0,0,0,19,10,0,19.0,191,200,200,100,100,0,0,10,,,,,,,,,,,,,
172,2,0,0,10,5,10,0,5.0,191,200,200,100,100,0,0,10,10,,,,,,,,,,,,
