Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
172,3,0,10,10,4,11,0,3.0,191,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
172,4,0,20,11,4,26,0,3.0,191,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
172,5,0,31,26,4,43,0,3.0,191,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
172,6,0,57,43,4,78,0,3.0,191,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
172,7,0,100,78,4,135,0,3.0,191,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
172,8,21,157,135,4,162,0,3.0,191,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
172,9,26,266,162,4,191,0,3.0,191,5097,5097,3187,3187,43,43,191,162,135,78,43,0,0,0,10,,,,,
172,10,43,385,191,4,191,0,3.0,191,8089,8089,6179,6179,86,86,191,191,162,135,78,0,0,0,0,10,,,,
172,11,78,498,191,4,191,0,3.0,191,10932,10932,9022,9022,164,164,191,191,191,162,135,0,0,0,0,0,10,,,
172,12,135,554,191,4,191,0,3.0,191,12713,12713,10803,10803,299,299,191,191,191,191,162,0,0,0,0,0,0,10,,
172,13,162,583,191,4,191,0,3.0,191,13692,13692,11782,11782,461,461,191,191,191,191,191,0,0,0,0,0,0,0,10,
173,1,0,0,0,19,10,0,19.0,192,200,200,100,100,0,0,10,,,,,,,,,,,,,
173,2,0,0,10,5,10,0,5.0,192,200,200,100,100,0,0,10,10,,,,,,,,,,,,
173,3,0,10,10,4,11,0,3.0,192,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
173,4,0,20,11,4,26,0,3.0,192,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
173,5,0,31,26,4,43,0,3.0,192,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
173,6,0,57,43,4,78,0,3.0,192,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
173,7,0,100,78,4,135,0,3.0,192,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
173,8,21,157,135,4,162,0,3.0,192,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
173,9,26,266,162,4,192,0,3.0,192,5097,5097,3177,3177,43,43,192,162,135,78,43,0,0,0,10,,,,,
173,10,43,385,192,4,192,0,3.0,192,8089,8089,6169,6169,86,86,192,192,162,135,78,0,0,0,0,10,,,,
173,11,78,499,192,4,192,0,3.0,192,10936,10936,9016,9016,164,164,192,192,192,162,135,0,0,0,0,0,10,,,
173,12,135,556,192,4,192,0,3.0,192,12747,12747,10827,10827,299,299,192,192,192,192,162,0,0,0,0,0,0,10,,
173,13,162,586,192,4,192,0,3.0,192,13760,13760,11840,11840,461,461,192,192,192,192,192,0,0,0,0,0,0,0,10,
174,1,0,0,0,19,10,0,19.0,193,200,200,100,100,0,0,10,,,,,,,,,,,,,
174,2,0,0,10,5,10,0,5.0,193,200,200,100,100,0,0,10,10,,,,,,,,,,,,
174,3,0,10,10,4,11,0,3.0,193,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
174,4,0,20,11,4,26,0,3.0,193,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
174,5,0,31,26,4,43,0,3.0,193,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
174,6,0,57,43,4,78,0,3.0,193,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
174,7,0,100,78,4,135,0,3.0,193,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
174,8,21,157,135,4,162,0,3.0,193,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
174,9,26,266,162,4,193,0,3.0,193,5097,5097,3167,3167,43,43,193,162,135,78,43,0,0,0,10,,,,,
174,10,43,385,193,4,193,0,3.0,193,8089,8089,6159,6159,86,86,193,193,162,135,78,0,0,0,0,10,,,,
174,11,78,500,193,4,193,0,3.0,193,10939,10939,9009,9009,164,164,193,193,193,162,135,0,0,0,0,0,10,,,
174,12,135,558,193,4,193,0,3.0,193,12780,12780,10850,10850,299,299,193,193,193,193,162,0,0,0,0,0,0,10,,
174,13,162,589,193,4,193,0,3.0,193,13826,13826,11896,11896,461,461,193,193,193,193,193,0,0,0,0,0,0,0,10,
175,1,0,0,0,19,10,0,19.0,194,200,200,100,100,0,0,10,,,,,,,,,,,,,
175,2,0,0,10,5,10,0,5.0,194,200,200,100,100,0,0,10,10,,,,,,,,,,,,
175,3,0,10,10,4,11,0,3.0,194,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
175,4,0,20,11,4,26,0,3.0,194,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
175,5,0,31,26,4,43,0,3.0,194,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
175,6,0,57,43,4,78,0,3.0,194,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
175,7,0,100,78,4,135,0,3.0,194,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
175,8,21,157,135,4,162,0,3.0,194,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
175,9,26,266,162,4,194,0,3.0,194,5097,5097,3157,3157,43,43,194,162,135,78,43,0,0,0,10,,,,,
175,10,43,385,194,4,194,0,3.0,194,8089,8089,6149,6149,86,86,194,194,162,135,78,0,0,0,0,10,,,,
175,11,78,501,194,4,194,0,3.0,194,10943,10943,9003,9003,164,164,194,194,194,162,135,0,0,0,0,0,10,,,
175,12,135,560,194,4,194,0,3.0,194,12814,12814,10874,10874,299,299,194,194,194,194,162,0,0,0,0,0,0,10,,
175,13,162,592,194,4,194,0,3.0,194,13894,13894,11954,11954,461,461,194,194,194,194,194,0,0,0,0,0,0,0,10,
176,1,0,0,0,19,10,0,19.0,195,200,200,100,100,0,0,10,,,,,,,,,,,,,
176,2,0,0,10,5,10,0,5.0,195,200,200,100,100,0,0,10,10,,,,,,,,,,,,
176,3,0,10,10,4,11,0,3.0,195,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
176,4,0,20,11,4,26,0,3.0,195,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
176,5,0,31,26,4,43,0,3.0,195,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
176,6,0,57,43,4,78,0,3.0,195,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
176,7,0,100,78,4,135,0,3.0,195,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
176,8,21,157,135,4,162,0,3.0,195,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
176,9,26,266,162,4,195,0,3.0,195,5097,5097,3147,3147,43,43,195,162,135,78,43,0,0,0,10,,,,,
176,10,43,385,195,4,195,0,3.0,195,8089,8089,6139,6139,86,86,195,195,162,135,78,0,0,0,0,10,,,,
176,11,78,502,195,4,195,0,3.0,195,10947,10947,8997,8997,164,164,195,195,195,162,135,0,0,0,0,0,10,,,
176,12,135,562,195,4,195,0,3.0,195,12848,12848,10898,10898,299,299,195,195,195,195,162,0,0,0,0,0,0,10,,
176,13,162,595,195,4,195,0,3.0,195,13962,13962,12012,12012,461,461,195,195,195,195,195,0,0,0,0,0,0,0,10,
177,1,0,0,0,19,10,0,19.0,196,200,200,100,100,0,0,10,,,,,,,,,,,,,
177,2,0,0,10,5,10,0,5.0,196,200,200,100,100,0,0,10,10,,,,,,,,,,,,
177,3,0,10,10,4,11,0,3.0,196,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
177,4,0,20,11,4,26,0,3.0,196,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
177,5,0,31,26,4,43,0,3.0,196,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
177,6,0,57,43,4,78,0,3.0,196,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
177,7,0,100,78,4,135,0,3.0,196,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
177,8,21,157,135,4,162,0,3.0,196,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
177,9,26,266,162,4,196,0,3.0,196,5097,5097,3137,3137,43,43,196,162,135,78,43,0,0,0,10,,,,,
177,10,43,385,196,4,196,0,3.0,196,8089,8089,6129,6129,86,86,196,196,162,135,78,0,0,0,0,10,,,,
177,11,78,503,196,4,196,0,3.0,196,10951,10951,8991,8991,164,164,196,196,196,162,135,0,0,0,0,0,10,,,
177,12,135,564,196,4,196,0,3.0,196,12882,12882,10922,10922,299,299,196,196,196,196,162,0,0,0,0,0,0,10,,
177,13,162,598,196,4,196,0,3.0,196,14030,14030,12070,12070,461,461,196,196,196,196,196,0,0,0,0,0,0,0,10,
178,1,0,0,0,19,10,0,19.0,197,200,200,100,100,0,0,10,,,,,,,,,,,,,
178,2,0,0,10,5,10,0,5.0,197,200,200,100,100,0,0,10,10,,,,,,,,,,,,
178,3,0,10,10,4,11,0,3.0,197,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
178,4,0,20,11,4,26,0,3.0,197,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
178,5,0,31,26,4,43,0,3.0,197,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
178,6,0,57,43,4,78,0,3.0,197,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
178,7,0,100,78,4,135,0,3.0,197,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
178,8,21,157,135,4,162,0,3.0,197,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
178,9,26,266,162,4,197,0,3.0,197,5097,5097,3127,3127,43,43,197,162,135,78,43,0,0,0,10,,,,,
178,10,43,385,197,4,197,0,3.0,197,8089,8089,6119,6119,86,86,197,197,162,135,78,0,0,0,0,10,,,,
178,11,78,504,197,4,197,0,3.0,197,10954,10954,8984,8984,164,164,197,197,197,162,135,0,0,0,0,0,10,,,
178,12,135,566,197,4,197,0,3.0,197,12915,12915,10945,10945,299,299,197,197,197,197,162,0,0,0,0,0,0,10,,
178,13,162,601,197,4,197,0,3.0,197,14096,14096,12126,12126,461,461,197,197,197,197,197,0,0,0,0,0,0,0,10,
179,1,0,0,0,19,10,0,19.0,198,200,200,100,100,0,0,10,,,,,,,,,,,,,
179,2,0,0,10,5,10,0,5.0,198,200,200,100,100,0,0,10,10,,,,,,,,,,,,
179,3,0,10,10,4,11,0,3.0,198,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
179,4,0,20,11,4,26,0,3.0,198,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
179,5,0,31,26,4,43,0,3.0,198,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
179,6,0,57,43,4,78,0,3.0,198,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
179,7,0,100,78,4,135,0,3.0,198,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
179,8,21,157,135,4,162,0,3.0,198,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
179,9,26,266,162,4,198,0,3.0,198,5097,5097,3117,3117,43,43,198,162,135,78,43,0,0,0,10,,,,,
179,10,43,385,198,4,198,0,3.0,198,8089,8089,6109,6109,86,86,198,198,162,135,78,0,0,0,0,10,,,,
179,11,78,505,198,4,198,0,3.0,198,10958,10958,8978,8978,164,164,198,198,198,162,135,0,0,0,0,0,10,,,
179,12,135,568,198,4,198,0,3.0,198,12949,12949,10969,10969,299,299,198,198,198,198,162,0,0,0,0,0,0,10,,
179,13,162,604,198,4,198,0,3.0,198,14164,14164,12184,12184,461,461,198,198,198,198,198,0,0,0,0,0,0,0,10,
180,1,0,0,0,19,10,0,19.0,199,200,200,100,100,0,0,10,,,,,,,,,,,,,
180,2,0,0,10,5,10,0,5.0,199,200,200,100,100,0,0,10,10,,,,,,,,,,,,
180,3,0,10,10,4,11,0,3.0,199,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
180,4,0,20,11,4,26,0,3.0,199,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
180,5,0,31,26,4,43,0,3.0,199,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
180,6,0,57,43,4,78,0,3.0,199,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
180,7,0,100,78,4,135,0,3.0,199,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
180,8,21,157,135,4,162,0,3.0,199,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
180,9,26,266,162,4,199,0,3.0,199,5097,5097,3107,3107,43,43,199,162,135,78,43,0,0,0,10,,,,,
180,10,43,385,199,4,199,0,3.0,199,8089,8089,6099,6099,86,86,199,199,162,135,78,0,0,0,0,10,,,,
180,11,78,506,199,4,199,0,3.0,199,10962,10962,8972,8972,164,164,199,199,199,162,135,0,0,0,0,0,10,,,
180,12,135,570,199,4,199,0,3.0,199,12983,12983,10993,10993,299,299,199,199,199,199,162,0,0,0,0,0,0,10,,
180,13,162,607,199,4,199,0,3.0,199,14232,14232,12242,12242,461,461,199,199,199,199,199,0,0,0,0,0,0,0,10,
181,1,0,0,0,19,10,0,19.0,200,200,200,100,100,0,0,10,,,,,,,,,,,,,
181,2,0,0,10,5,10,0,5.0,200,200,200,100,100,0,0,10,10,,,,,,,,,,,,
181,3,0,10,10,4,11,0,3.0,200,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
181,4,0,20,11,4,26,0,3.0,200,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
181,5,0,31,26,4,43,0,3.0,200,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
181,6,0,57,43,4,78,0,3.0,200,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
181,7,0,100,78,4,135,0,3.0,200,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
181,8,21,157,135,4,162,0,3.0,200,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
181,9,26,266,162,4,200,0,3.0,200,5097,5097,3097,3097,43,43,200,162,135,78,43,0,0,0,10,,,,,
181,10,43,385,200,4,200,0,3.0,200,8089,8089,6089,6089,86,86,200,200,162,135,78,0,0,0,0,10,,,,
181,11,78,507,200,4,200,0,3.0,200,10966,10966,8966,8966,164,164,200,200,200,162,135,0,0,0,0,0,10,,,
181,12,135,572,200,4,200,0,3.0,200,13017,13017,11017,11017,299,299,200,200,200,200,162,0,0,0,0,0,0,10,,
181,13,162,610,200,4,200,0,3.0,200,14300,14300,12300,12300,461,461,200,200,200,200,200,0,0,0,0,0,0,0,10,
182,1,0,0,0,19,10,0,19.0,201,200,200,100,100,0,0,10,,,,,,,,,,,,,
182,2,0,0,10,5,10,0,5.0,201,200,200,100,100,0,0,10,10,,,,,,,,,,,,
182,3,0,10,10,4,11,0,3.0,201,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
182,4,0,20,11,4,26,0,3.0,201,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
182,5,0,31,26,4,43,0,3.0,201,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
182,6,0,57,43,4,78,0,3.0,201,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
182,7,0,100,78,4,135,0,3.0,201,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
182,8,21,157,135,4,162,0,3.0,201,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
182,9,26,266,162,4,201,0,3.0,201,5097,5097,3087,3087,43,43,201,162,135,78,43,0,0,0,10,,,,,
182,10,43,385,201,4,201,0,3.0,201,8089,8089,6079,6079,86,86,201,201,162,135,78,0,0,0,0,10,,,,
182,11,78,508,201,4,201,0,3.0,201,10969,10969,8959,8959,164,164,201,201,201,162,135,0,0,0,0,0,10,,,
182,12,135,574,201,4,201,0,3.0,201,13050,13050,11040,11040,299,299,201,201,201,201,162,0,0,0,0,0,0,10,,
182,13,162,613,201,4,201,0,3.0,201,14366,14366,12356,12356,461,461,201,201,201,201,201,0,0,0,0,0,0,0,10,
183,1,0,0,0,19,10,0,19.0,202,200,200,100,100,0,0,10,,,,,,,,,,,,,
183,2,0,0,10,5,10,0,5.0,202,200,200,100,100,0,0,10,10,,,,,,,,,,,,
183,3,0,10,10,4,11,0,3.0,202,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
183,4,0,20,11,4,26,0,3.0,202,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
183,5,0,31,26,4,43,0,3.0,202,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
183,6,0,57,43,4,78,0,3.0,202,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
183,7,0,100,78,4,135,0,3.0,202,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
183,8,21,157,135,4,162,0,3.0,202,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
183,9,26,266,162,4,202,0,3.0,202,5097,5097,3077,3077,43,43,202,162,135,78,43,0,0,0,10,,,,,
183,10,43,385,202,4,202,0,3.0,202,8089,8089,6069,6069,86,86,202,202,162,135,78,0,0,0,0,10,,,,
183,11,78,509,202,4,202,0,3.0,202,10973,10973,8953,8953,164,164,202,202,202,162,135,0,0,0,0,0,10,,,
183,12,135,576,202,4,202,0,3.0,202,13084,13084,11064,11064,299,299,202,202,202,202,162,0,0,0,0,0,0,10,,
183,13,162,616,202,4,202,0,3.0,202,14434,14434,12414,12414,461,461,202,202,202,202,202,0,0,0,0,0,0,0,10,
184,1,0,0,0,20,10,0,20.0,203,200,200,100,100,0,0,10,,,,,,,,,,,,,
184,2,0,0,10,5,10,0,5.0,203,200,200,100,100,0,0,10,10,,,,,,,,,,,,
184,3,0,10,10,4,11,0,3.0,203,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
184,4,0,20,11,4,26,0,3.0,203,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
184,5,0,31,26,4,43,0,3.0,203,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
184,6,0,57,43,4,78,0,3.0,203,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
184,7,0,100,78,4,135,0,3.0,203,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
184,8,21,157,135,4,162,0,3.0,203,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
184,9,26,266,162,4,203,0,3.0,203,5097,5097,3067,3067,43,43,203,162,135,78,43,0,0,0,10,,,,,
184,10,43,385,203,4,203,0,3.0,203,8089,8089,6059,6059,86,86,203,203,162,135,78,0,0,0,0,10,,,,
184,11,78,510,203,4,203,0,3.0,203,10977,10977,8947,8947,164,164,203,203,203,162,135,0,0,0,0,0,10,,,
184,12,135,578,203,4,203,0,3.0,203,13118,13118,11088,11088,299,299,203,203,203,203,162,0,0,0,0,0,0,10,,
184,13,162,619,203,4,203,0,3.0,203,14502,14502,12472,12472,461,461,203,203,203,203,203,0,0,0,0,0,0,0,10,
185,1,0,0,0,20,10,0,20.0,204,200,200,100,100,0,0,10,,,,,,,,,,,,,
185,2,0,0,10,5,10,0,5.0,204,200,200,100,100,0,0,10,10,,,,,,,,,,,,
185,3,0,10,10,4,11,0,3.0,204,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
185,4,0,20,11,4,26,0,3.0,204,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
185,5,0,31,26,4,43,0,3.0,204,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
185,6,0,57,43,4,78,0,3.0,204,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
185,7,0,100,78,4,135,0,3.0,204,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
185,8,21,157,135,4,162,0,3.0,204,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
185,9,26,266,162,4,204,0,3.0,204,5097,5097,3057,3057,43,43,204,162,135,78,43,0,0,0,10,,,,,
185,10,43,385,204,4,204,0,3.0,204,8089,8089,6049,6049,86,86,204,204,162,135,78,0,0,0,0,10,,,,
185,11,78,511,204,4,204,0,3.0,204,10981,10981,8941,8941,164,164,204,204,204,162,135,0,0,0,0,0,10,,,
185,12,135,580,204,4,204,0,3.0,204,13152,13152,11112,11112,299,299,204,204,204,204,162,0,0,0,0,0,0,10,,
185,13,162,622,204,4,204,0,3.0,204,14570,14570,12530,12530,461,461,204,204,204,204,204,0,0,0,0,0,0,0,10,
186,1,0,0,0,20,10,0,20.0,205,200,200,100,100,0,0,10,,,,,,,,,,,,,
186,2,0,0,10,5,10,0,5.0,205,200,200,100,100,0,0,10,10,,,,,,,,,,,,
186,3,0,10,10,4,11,0,3.0,205,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
186,4,0,20,11,4,26,0,3.0,205,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
186,5,0,31,26,4,43,0,3.0,205,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
186,6,0,57,43,4,78,0,3.0,205,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
186,7,0,100,78,4,135,0,3.0,205,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
186,8,21,157,135,4,162,0,3.0,205,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
186,9,26,266,162,4,205,0,3.0,205,5097,5097,3047,3047,43,43,205,162,135,78,43,0,0,0,10,,,,,
186,10,43,385,205,4,205,0,3.0,205,8089,8089,6039,6039,86,86,205,205,162,135,78,0,0,0,0,10,,,,
186,11,78,512,205,4,205,0,3.0,205,10984,10984,8934,8934,164,164,205,205,205,162,135,0,0,0,0,0,10,,,
186,12,135,582,205,4,205,0,3.0,205,13185,13185,11135,11135,299,299,205,205,205,205,162,0,0,0,0,0,0,10,,
186,13,162,625,205,4,205,0,3.0,205,14636,14636,12586,12586,461,461,205,205,205,205,205,0,0,0,0,0,0,0,10,
187,1,0,0,0,20,10,0,20.0,206,200,200,100,100,0,0,10,,,,,,,,,,,,,
187,2,0,0,10,5,10,0,5.0,206,200,200,100,100,0,0,10,10,,,,,,,,,,,,
187,3,0,10,10,4,11,0,3.0,206,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
187,4,0,20,11,4,26,0,3.0,206,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
187,5,0,31,26,4,43,0,3.0,206,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
187,6,0,57,43,4,78,0,3.0,206,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
187,7,0,100,78,4,135,0,3.0,206,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
187,8,21,157,135,4,162,0,3.0,206,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
187,9,26,266,162,4,206,0,3.0,206,5097,5097,3037,3037,43,43,206,162,135,78,43,0,0,0,10,,,,,
187,10,43,385,206,4,206,0,3.0,206,8089,8089,6029,6029,86,86,206,206,162,135,78,0,0,0,0,10,,,,
187,11,78,513,206,4,206,0,3.0,206,10988,10988,8928,8928,164,164,206,206,206,162,135,0,0,0,0,0,10,,,
187,12,135,584,206,4,206,0,3.0,206,13219,13219,11159,11159,299,299,206,206,206,206,162,0,0,0,0,0,0,10,,
187,13,162,628,206,4,206,0,3.0,206,14704,14704,12644,12644,461,461,206,206,206,206,206,0,0,0,0,0,0,0,10,
188,1,0,0,0,20,10,0,20.0,207,200,200,100,100,0,0,10,,,,,,,,,,,,,
188,2,0,0,10,5,10,0,5.0,207,200,200,100,100,0,0,10,10,,,,,,,,,,,,
188,3,0,10,10,4,11,0,3.0,207,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
188,4,0,20,11,4,26,0,3.0,207,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
188,5,0,31,26,4,43,0,3.0,207,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
188,6,0,57,43,4,78,0,3.0,207,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
188,7,0,100,78,4,135,0,3.0,207,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
188,8,21,157,135,4,162,0,3.0,207,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
188,9,26,266,162,4,207,0,3.0,207,5097,5097,3027,3027,43,43,207,162,135,78,43,0,0,0,10,,,,,
188,10,43,385,207,4,207,0,3.0,207,8089,8089,6019,6019,86,86,207,207,162,135,78,0,0,0,0,10,,,,
188,11,78,514,207,4,207,0,3.0,207,10992,10992,8922,8922,164,164,207,207,207,162,135,0,0,0,0,0,10,,,
188,12,135,586,207,4,207,0,3.0,207,13253,13253,11183,11183,299,299,207,207,207,207,162,0,0,0,0,0,0,10,,
188,13,162,631,207,4,207,0,3.0,207,14772,14772,12702,12702,461,461,207,207,207,207,207,0,0,0,0,0,0,0,10,
189,1,0,0,0,20,10,0,20.0,208,200,200,100,100,0,0,10,,,,,,,,,,,,,
189,2,0,0,10,5,10,0,5.0,208,200,200,100,100,0,0,10,10,,,,,,,,,,,,
189,3,0,10,10,4,11,0,3.0,208,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
189,4,0,20,11,4,26,0,3.0,208,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
189,5,0,31,26,4,43,0,3.0,208,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
189,6,0,57,43,4,78,0,3.0,208,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
189,7,0,100,78,4,135,0,3.0,208,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
189,8,21,157,135,4,162,0,3.0,208,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
189,9,26,266,162,4,208,0,3.0,208,5097,5097,3017,3017,43,43,208,162,135,78,43,0,0,0,10,,,,,
189,10,43,385,208,4,208,0,3.0,208,8089,8089,6009,6009,86,86,208,208,162,135,78,0,0,0,0,10,,,,
189,11,78,515,208,4,208,0,3.0,208,10996,10996,8916,8916,164,164,208,208,208,162,135,0,0,0,0,0,10,,,
189,12,135,588,208,4,208,0,3.0,208,13287,13287,11207,11207,299,299,208,208,208,208,162,0,0,0,0,0,0,10,,
189,13,162,634,208,4,208,0,3.0,208,14840,14840,12760,12760,461,461,208,208,208,208,208,0,0,0,0,0,0,0,10,
190,1,0,0,0,20,10,0,20.0,209,200,200,100,100,0,0,10,,,,,,,,,,,,,
190,2,0,0,10,5,10,0,5.0,209,200,200,100,100,0,0,10,10,,,,,,,,,,,,
190,3,0,10,10,4,11,0,3.0,209,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
190,4,0,20,11,4,26,0,3.0,209,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
190,5,0,31,26,4,43,0,3.0,209,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
190,6,0,57,43,4,78,0,3.0,209,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
190,7,0,100,78,4,135,0,3.0,209,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
190,8,21,157,135,4,162,0,3.0,209,3259,3259,1639,1639,17,17,162,135,78,43,26,0,0,10,,,,,,
